gene_name,transcript_id,exon_idx,exon_length,PC1,PC2
RBM44,ENST00000316997.8,2,1604,-5.881432899770207,4.182090333554189
PER2,ENST00000254657.7,18,791,-5.820530285818522,-1.7503742350851024
TRAF3IP1,ENST00000391993.7,5,417,14.072316354525368,-1.5904637512756112
ANKMY1,ENST00000373318.6,5,497,11.188796241310811,-1.0849511503937916
AQP12A,ENST00000337801.8,2,448,2.515613974378658,4.750015622400316
MTERF4,ENST00000241527.10,2,499,-1.8211616270038065,1.7834443033812235
PASK,ENST00000234040.8,9,1256,3.3095157323348023,1.7149653724032792
THUMPD3,ENST00000452837.6,3,477,12.50919664771082,-0.0372677795416834
BRPF1,ENST00000433861.6,2,960,0.980390686474672,1.1013806293081292
TATDN2,ENST00000287652.8,3,885,-1.7222067000689731,-1.2779357250711507
TSEN2,ENST00000446004.5,4,523,7.4731994983446,-0.385176457692387
CAND2,ENST00000295989.9,8,1503,-1.7596471202748143,1.3054744918946382
IQSEC1,ENST00000273221.8,3,1250,-0.2726130805535854,4.936665950282993
XPC,ENST00000285021.11,9,882,3.93806164010714,-1.3084056713895298
PLCL2,ENST00000615277.4,2,2487,-4.753520800515736,3.4850148544091266
SATB1,ENST00000338745.10,6,455,-0.0291177935495913,-1.8556591609975448
NR1D2,ENST00000312521.8,5,629,1.3838544985133625,-1.2935746416579736
TGFBR2,ENST00000295754.9,4,800,8.565829826688537,-1.095685133329116
OSBPL10,ENST00000396556.6,8,481,7.604043675755019,-1.8929606883627328
TRANK1,ENST00000429976.5,12,2877,-7.185881227299374,-0.3515832531094189
TRANK1,ENST00000429976.5,21,3047,-7.694737867409834,0.7464492908421576
GOLGA4,ENST00000361924.6,14,4238,-0.197080293734988,0.1393716638392614
SCN5A,ENST00000414099.6,16,441,6.853615663543747,-1.3370382674137495
SCN10A,ENST00000449082.2,16,447,7.3487278942346,-1.250308633739056
SCN11A,ENST00000302328.7,15,432,5.947404541983903,-1.3810933152564164
MYRIP,ENST00000444716.5,9,638,2.9034939762315264,0.0210596159688645
NKTR,ENST00000232978.12,12,2883,-3.718980821781354,1.588720543173768
FAM198A,ENST00000273146.6,2,1287,-3.6325238227225314,0.1989848007379813
ANO10,ENST00000292246.7,5,570,10.565609850654788,1.7677224626984205
TOPAZ1,ENST00000309765.4,2,2419,-5.222590495685647,2.937747543483498
FYCO1,ENST00000535325.5,7,2427,-1.5155672828257398,0.9764386908432922
NBEAL2,ENST00000450053.7,13,602,0.8166893668170588,-1.0002324234109283
NBEAL2,ENST00000450053.7,27,516,3.368163001346234,-0.7481918507831078
DHX30,ENST00000445061.5,9,837,6.292483964459008,2.423027389227748
PLXNB1,ENST00000296440.10,9,681,-1.3008360843146003,-0.0844993684471688
CELSR3,ENST00000164024.4,2,651,-3.065789876812269,-1.6039677846622824
NCKIPSD,ENST00000416649.6,5,494,12.438807734971336,-1.5858878798811598
WDR6,ENST00000395474.7,2,2482,-6.347517604638427,2.406860908664675
QRICH1,ENST00000395443.6,2,1029,1.5809384356787812,2.9921179468633787
BSN,ENST00000296452.4,2,409,0.1896303223053244,-2.822918655276626
BSN,ENST00000296452.4,3,885,-0.1300105499944247,-2.9142533937369883
BSN,ENST00000296452.4,5,6654,-1.2210510555403775,-2.8653048956445084
BSN,ENST00000296452.4,6,2077,-1.4489013132990274,-3.2788527463463377
MON1A,ENST00000296473.7,4,766,-1.479846027660237,2.3266005366912648
DCAF1,ENST00000423656.5,6,513,1.395790170523095,-0.4691794537304352
DCAF1,ENST00000423656.5,13,1264,-6.263464870690525,0.2868070429032465
GRM2,ENST00000395052.7,2,838,3.689637913161637,-0.1975040263472259
GRM2,ENST00000395052.7,3,1076,1.8216669379407808,2.371740046745856
BAP1,ENST00000460680.5,13,479,-0.0873373219404194,1.0545250917759252
NISCH,ENST00000479054.5,16,1410,-1.1223081582910763,5.776613422409247
PBRM1,ENST00000356770.8,15,643,5.943893758429349,0.1523059822054407
NEK4,ENST00000233027.9,7,405,11.127712532481263,-1.3249823436355217
ERC2,ENST00000288221.10,2,417,10.2576205506333,-1.5682279553377405
CCDC66,ENST00000422222.5,4,442,4.366430514527332,-0.9570694597069616
FAM208A,ENST00000431842.6,5,702,-7.519381938043563,1.146197704931191
FAM208A,ENST00000431842.6,6,404,-1.3170720328199084,-2.840384673843007
FAM208A,ENST00000431842.6,9,800,-0.5652943933171107,-0.7816022334393983
ASB14,ENST00000487349.5,7,544,7.804638113828835,0.5182561289277816
FLNB,ENST00000490882.5,21,598,10.12783526955338,0.0315828904826464
PTPRG,ENST00000295874.14,12,778,6.153882804450153,-1.8654495517171052
ADAMTS9,ENST00000498707.5,2,401,-3.0575090622564103,0.3016589707214351
MAGI1,ENST00000330909.12,12,621,3.3361732457529203,-0.6166685678247898
LRIG1,ENST00000273261.7,15,420,9.598554293476392,-1.6149639335840456
TMF1,ENST00000398559.6,2,1205,4.453863252683604,2.5092166750294256
FRMD4B,ENST00000398540.7,21,812,-0.4834484253180638,0.0826115955385341
ROBO1,ENST00000618833.4,24,407,6.672619538798288,-1.6728677011218285
EPHA3,ENST00000336596.6,3,661,7.116116947345459,3.665206306059637
EPHA6,ENST00000470610.6,3,664,4.666383915458327,2.499061196070275
CRYBG3,ENST00000389622.6,4,6196,-7.008884102364142,-0.1059570044822768
IMPG2,ENST00000193391.7,13,1259,-0.1101293092837614,1.3296961964507366
ZBTB11,ENST00000312938.4,4,845,0.2827115730199294,2.0610899245360463
CEP97,ENST00000341893.7,9,790,-5.759084660844665,-2.711942381970197
BBX,ENST00000415149.6,8,1009,0.1427798174821068,-1.3695782132978669
DZIP3,ENST00000361582.7,13,618,1.8453163584361625,-0.1394363178922363
PLCXD2,ENST00000636933.1,2,461,2.7371056524668944,-0.5394026442151958
PHLDB2,ENST00000393923.7,2,1349,-3.376153379836289,5.085298689434733
ZDHHC23,ENST00000330212.7,2,711,-1.583438538930244,0.1998463175452274
ARHGAP31,ENST00000264245.8,10,576,-7.387652138623726,-2.956874535452172
POLQ,ENST00000621776.4,17,3107,-10.175686536216794,0.963547820905953
GOLGB1,ENST00000340645.9,8,403,0.7116913325860351,-2.737743664994298
GOLGB1,ENST00000340645.9,12,5189,-4.426870433827223,-2.0716988934188763
GOLGB1,ENST00000340645.9,13,1912,0.3258307676206511,0.474490630125278
CASR,ENST00000639785.1,3,885,-8.089755278806114,-0.4550523705051966
PARP9,ENST00000477522.6,3,836,-4.200834469937819,3.593237478498245
DTX3L,ENST00000296161.8,3,1536,-2.7229484549150222,2.4431380203290547
PARP14,ENST00000474629.6,6,2246,-4.760512153222212,3.4295606639981515
PARP14,ENST00000474629.6,14,600,4.327546159684189,-2.3931833019207778
MYLK,ENST00000360772.7,7,536,2.692689765991484,-2.909550848151248
MYLK,ENST00000360772.7,15,986,1.5069142577972088,-0.3351724660119701
UMPS,ENST00000232607.6,3,672,4.066114571147883,-1.679769080859021
ITGB5,ENST00000296181.8,10,430,12.860023806197123,-1.480376216582663
MUC13,ENST00000616727.4,2,462,10.285136171812784,1.335563624208301
HEG1,ENST00000311127.8,6,1368,-2.729286439066395,-1.0217163161958551
SLC12A8,ENST00000430155.6,4,646,1.6220347971007203,-0.995018680084647
OSBPL11,ENST00000296220.5,9,499,7.637283306266962,-1.5644391194952834
ZXDC,ENST00000389709.7,6,686,4.470189073303795,-1.9408404506834984
PODXL2,ENST00000342480.6,3,782,6.3989378656365865,-0.7278187778069543
EEFSEC,ENST00000254730.10,5,657,5.454808280431547,-0.2935180554064853
GATA2,ENST00000341105.6,2,642,-1.1510388129855158,0.8354196439850604
EFCAB12,ENST00000505956.5,2,437,8.088948079994957,2.51198761458968
MBD4,ENST00000429544.6,3,848,1.6473196596500468,2.1822395117804674
COL6A5,ENST00000312481.11,2,600,2.4835182219430565,-0.8251238630589742
COL6A5,ENST00000312481.11,3,633,4.707584430910267,-1.3242420702014004
COL6A5,ENST00000312481.11,4,561,6.152679469261645,-2.3070154851159868
COL6A5,ENST00000312481.11,5,555,4.767172110116966,-2.011749707067364
COL6A5,ENST00000312481.11,6,576,5.187984025813774,-1.7859488524136504
COL6A5,ENST00000312481.11,7,576,6.200129340460943,-2.20822062365406
COL6A5,ENST00000312481.11,32,485,7.982601875546896,-1.5845142226777345
COL6A5,ENST00000312481.11,34,660,3.385753140974547,-0.5855943970779592
COL6A5,ENST00000312481.11,37,687,2.677790377151833,-1.457622906365186
COL6A6,ENST00000358511.10,2,597,-2.24249048772265,-0.1215050928871635
COL6A6,ENST00000358511.10,3,621,2.1390491117287005,-1.6003135536569644
COL6A6,ENST00000358511.10,5,558,0.988612487077159,-2.1118453936516457
COL6A6,ENST00000358511.10,6,576,3.8482830499574394,-1.231924790095621
COL6A6,ENST00000358511.10,7,570,6.074750619028247,-2.091281647525506
COL6A6,ENST00000358511.10,32,494,11.329985752923426,-1.5598547230836235
PIK3R4,ENST00000356763.7,3,583,3.62648235577355,-0.0182145839817049
TMEM108,ENST00000321871.10,2,1410,-8.300682261584177,-0.0180751130887816
TRIM42,ENST00000286349.3,2,698,-0.7822950146863564,3.381558767449812
TRIM42,ENST00000286349.3,3,821,0.8365735634664967,-1.3578139502142583
GRK7,ENST00000264952.2,2,438,10.662285250194405,-0.6593039148169445
ZIC4,ENST00000383075.7,2,618,-9.045270041292982,2.5458792331563567
HPS3,ENST00000296051.6,2,495,4.052646637963017,2.8774671055751924
EIF2A,ENST00000487799.5,9,572,10.586083026440164,2.574736980313465
MECOM,ENST00000264674.7,7,1357,-6.6801050008336205,0.9953247200411796
MYNN,ENST00000349841.9,2,794,-4.417384115702029,2.2890115469798618
SAMD7,ENST00000428432.6,4,629,3.818137490042089,-1.3810598896534585
LAMP3,ENST00000265598.7,2,710,-4.81838760135888,0.0886882249908656
KLHL6,ENST00000341319.7,3,450,7.902741745044667,-1.0568278588362616
EIF4G1,ENST00000346169.6,8,822,5.649495747873771,1.806200715428089
EPHB3,ENST00000330394.2,3,673,11.179559419445129,3.806049740442852
BCL6,ENST00000621333.4,3,972,-2.9229618825481443,1.8750408174558868
LSG1,ENST00000265245.9,8,414,12.743177768016055,-1.795933259541779
MUC20,ENST00000447234.6,2,1893,-7.262178151661319,1.4583397318400992
TNK2,ENST00000416152.5,4,1349,-9.391568789082642,0.0726650017495478
RUBCN,ENST00000273582.9,6,534,6.305414246066877,-0.4507831566193843
LETM1,ENST00000302787.2,3,451,5.921679297641907,0.7350180673927456
POLN,ENST00000382865.5,3,501,8.17867936286288,-0.8882607651967399
HAUS3,ENST00000506763.5,2,440,7.448333844636145,-1.830679092020596
FAM193A,ENST00000637812.1,19,865,-8.309387958308918,-2.8426103916947687
SH3BP2,ENST00000452765.6,7,655,-1.747937918369385,-0.5576319412541496
ZBTB49,ENST00000515012.5,2,1103,-3.3918543702438444,1.7888090134421082
EVC2,ENST00000475313.5,13,455,10.43042234856934,-2.150150310191197
BOD1L1,ENST00000040738.9,4,615,-2.326627686450464,-0.8355090348470782
BOD1L1,ENST00000040738.9,10,6139,-6.062695406289814,0.6665622125126323
FBXL5,ENST00000341285.7,9,726,0.8693725551203015,0.4435414385820013
FAM184B,ENST00000265018.3,2,753,2.7329983790176358,1.7849474765438054
PPARGC1A,ENST00000264867.6,8,916,-1.2337263911056058,-0.7499580233691595
DHX15,ENST00000336812.4,2,436,6.311611381499108,4.98954820111791
SEL1L3,ENST00000399878.7,2,571,4.513017962820262,2.754946624483746
DTHD1,ENST00000639862.1,2,616,2.576254452875961,1.6357776201992993
TBC1D1,ENST00000508802.5,2,465,6.611017637312479,0.460852400388459
KLF3,ENST00000261438.9,2,487,-2.9100709544895738,2.122503348589745
KLB,ENST00000257408.4,2,511,1.239442345008307,-0.9792495177941296
N4BP2,ENST00000261435.10,2,1144,-6.200845819124714,-0.4845432435626543
N4BP2,ENST00000261435.10,7,2378,-4.636941771853031,4.333081846616775
APBB2,ENST00000295974.12,2,816,1.0524712847991846,0.7805551889948187
LIMCH1,ENST00000513024.5,6,409,8.768292347731505,-0.6610844912221272
BEND4,ENST00000502486.5,2,567,3.342493389554402,-1.1940706479965053
ATP10D,ENST00000273859.7,11,610,1.399680847396847,-0.0732900904147875
FRYL,ENST00000503238.5,43,608,0.99262391870063,-0.5158897761927175
AASDH,ENST00000602986.5,8,796,-2.2252549494395595,0.3428659484316071
ADGRL3,ENST00000512091.6,5,801,-5.538227582879519,0.7874487147198618
EPHA5,ENST00000273854.7,3,664,5.51364845040686,1.968230948575404
CENPC,ENST00000273853.10,8,614,2.918369560554381,0.0410398766832757
YTHDC1,ENST00000344157.8,4,424,12.728688932077478,-1.4019354450112411
ADAMTS3,ENST00000286657.9,3,407,-1.8359977483203025,0.7819105128975312
ANKRD17,ENST00000358602.8,15,753,-1.7261300831428332,-1.112841975033674
ANKRD17,ENST00000358602.8,26,448,0.0090926486198463,-2.902870965453332
ANKRD17,ENST00000358602.8,29,1634,-4.136854660467286,-1.4927716610749444
CCDC158,ENST00000388914.7,10,483,11.757831207883608,-0.8281515217719615
SHROOM3,ENST00000296043.6,5,3166,-11.884538047858207,-0.6098721496398151
SHROOM3,ENST00000296043.6,7,882,-2.39331796068845,-1.5279232550605506
HELQ,ENST00000508591.5,2,715,4.120772008219891,-0.7505660699284971
WDFY3,ENST00000295888.8,8,468,-2.797123725629847,-1.774482247268987
WDFY3,ENST00000295888.8,11,458,-2.2368996477200453,-1.9046527302043663
PTPN13,ENST00000427191.6,6,561,1.8034867064871,-0.7283918056525783
PTPN13,ENST00000427191.6,17,418,4.531695425850597,-1.122224772060998
PTPN13,ENST00000427191.6,22,464,5.869590420443107,-1.468085922902937
AFF1,ENST00000395146.8,3,900,-5.539965613803764,-0.0130132994730857
AFF1,ENST00000395146.8,11,933,-5.54769334071279,-2.383689367333981
KLHL8,ENST00000273963.9,2,549,10.720897333990075,0.7102713439316164
SPARCL1,ENST00000282470.10,3,1017,12.57395834772695,0.898821581398149
MMRN1,ENST00000394980.5,6,1989,-7.292938156327375,0.9790174042704186
CYP2U1,ENST00000332884.10,2,636,2.7854614794560493,0.0294189577723944
SEC24B,ENST00000504968.6,3,744,1.5234673204570996,3.945830423709225
LRIT3,ENST00000594814.5,2,473,-7.867787505396099,0.1154900711089162
ALPK1,ENST00000504176.6,8,2134,-6.8990769570910935,2.133599595288107
ZGRF1,ENST00000445203.6,5,2251,-8.091787251810903,2.1799332399774314
ZGRF1,ENST00000445203.6,11,650,-0.2340768786318291,-0.8276323301840951
SYNPO2,ENST00000610556.4,3,812,-5.8960685902674665,-1.7774225283571448
USP53,ENST00000274030.10,12,739,-5.838225952600612,-1.9265114062759736
PDE5A,ENST00000354960.7,2,589,4.06020506164797,2.597009223090052
KIAA1109,ENST00000264501.8,27,838,-6.348353138547635,-1.5509330361540363
KIAA1109,ENST00000264501.8,45,707,-6.482866717265257,-1.8832419042213848
SPATA5,ENST00000274008.4,5,642,7.247941770416506,-0.3268755795609506
FAT4,ENST00000394329.7,5,923,-8.669676461075575,-2.560791348191739
FAT4,ENST00000394329.7,9,4350,-11.727044400514288,-1.3884159357066184
PLK4,ENST00000270861.9,5,1021,-0.8490887090654795,5.674466805853487
JADE1,ENST00000226319.10,8,522,-0.838725373044648,-3.2690952573784617
MAML3,ENST00000509479.6,2,1611,-10.515043677746236,3.5591753623286007
GAB1,ENST00000262995.8,4,602,5.05828268856139,-0.5134170824244276
ZNF827,ENST00000508784.5,2,1050,-11.9057690183769,-0.211137882589456
ZNF827,ENST00000508784.5,4,481,-2.374766224367058,-2.0837468337947573
PRMT9,ENST00000322396.6,9,715,5.871250778484049,-0.2048737017109709
LRBA,ENST00000510413.5,22,1059,2.792715464070638,0.5111465686978145
LRBA,ENST00000510413.5,29,442,8.668928014996515,-1.4283314263663658
KIAA0922,ENST00000409663.7,25,629,3.57729485864083,1.125901158309596
DCHS2,ENST00000357232.8,18,858,-14.180580689335743,-4.533407696187609
RBM46,ENST00000514866.5,2,468,5.89135029460252,-1.2856379287660744
GUCY1A3,ENST00000506455.5,4,710,0.1599484213940289,-0.936098709431836
RXFP1,ENST00000460056.6,14,411,3.877171724200657,-1.4095064425169734
FNIP2,ENST00000264433.10,13,1327,2.930362966450628,-1.449771630265465
GALNT7,ENST00000265000.8,2,461,10.041788266272086,2.534019862524811
NEIL3,ENST00000264596.3,8,421,7.439983306198782,-1.923711007242125
WWC2,ENST00000403733.7,11,623,4.29012000441875,-0.192782114259594
SLC25A4,ENST00000281456.10,2,487,6.308817464846844,1.8457288963815544
SORBS2,ENST00000418609.5,7,1581,-4.571013813888812,0.1118244085394964
FAT1,ENST00000441802.6,9,4068,-10.4632953335513,-1.281787716194642
FAT1,ENST00000441802.6,18,802,-4.683082062139462,-1.8063682619888213
FAT1,ENST00000441802.6,21,463,-2.237611175682892,-2.883592030664109
FAT1,ENST00000441802.6,24,632,-5.449972165387073,-3.053346808011364
PLEKHG4B,ENST00000637938.1,3,1234,-9.557774753193256,-1.5174731177125935
EXOC3,ENST00000512944.5,3,682,11.658208721193043,-1.4188783978884647
TERT,ENST00000310581.9,2,1354,-7.325283745456119,2.4914504347458566
IRX2,ENST00000382611.10,2,406,-10.624624608052168,-3.327076081082083
IRX1,ENST00000302006.3,2,1036,-9.931905281205236,-0.9995474818880452
CTNND2,ENST00000304623.12,7,565,2.051239670272897,1.044762870595497
TRIO,ENST00000344204.8,5,513,1.590325236834513,-2.1604454209437898
TRIO,ENST00000344204.8,48,797,-0.7912583057736514,-1.2365406863312114
MYO10,ENST00000274203.13,25,876,8.296323735710201,1.6496770521257782
DROSHA,ENST00000511367.6,2,834,-7.744968428848542,2.266849901324423
C5orf22,ENST00000325366.13,4,430,8.577198645414887,-1.4404139200322448
PDZD2,ENST00000438447.1,2,502,-0.9291213115894008,-1.180346512551318
PDZD2,ENST00000438447.1,17,812,-6.188029448051329,-2.945906248645443
PDZD2,ENST00000438447.1,19,4045,-8.760350610388805,0.0932395885218702
ADAMTS12,ENST00000504830.5,19,1107,-5.492415230753615,-2.986340225526104
RAI14,ENST00000265109.7,14,1536,3.38342915168043,3.1480010489336308
UGT3A1,ENST00000274278.7,4,532,2.600834602956422,0.3866200727616179
UGT3A2,ENST00000282507.7,4,532,4.846767841505922,1.3308648105879253
NIPBL,ENST00000282516.12,8,627,-7.79452292137694,-3.395834369554388
NIPBL,ENST00000282516.12,9,1626,-7.6094384946130065,0.6186279487591142
C5orf42,ENST00000508244.5,11,770,-8.105925874878842,-1.5469707976377995
C5orf42,ENST00000508244.5,25,940,-8.415335782531672,-1.1949384936261935
C5orf42,ENST00000508244.5,33,771,-5.516766807626554,-1.533572187130571
RICTOR,ENST00000357387.7,31,1009,-4.675440653732765,-0.5110779585116325
DAB2,ENST00000545653.5,8,654,1.9871061228115607,-1.4384103614733992
DAB2,ENST00000545653.5,10,633,-0.5287599505214476,-1.537526941054722
PRKAA1,ENST00000397128.6,7,487,7.367150617565616,-2.321862469336553
C5orf34,ENST00000306862.6,3,647,0.6337937898858328,0.23217790674886
HCN1,ENST00000303230.5,2,424,-5.902375513565736,-1.9509207914618465
PARP8,ENST00000505697.6,12,565,4.623132003133149,0.7422346793124214
DHX29,ENST00000251636.9,11,609,3.313785581174739,-2.380766933677143
ANKRD55,ENST00000341048.8,9,665,-4.057702960523108,-0.5600209181214255
MAP3K1,ENST00000399503.3,14,1297,-1.51272917961366,1.0396102534062903
PPWD1,ENST00000535264.5,6,448,12.52132000423628,0.224163761784655
ERBIN,ENST00000284037.9,19,1546,-3.943325342617147,0.1237178144201352
OCLN,ENST00000355237.6,2,679,3.001273217147104,4.043101740649314
NAIP,ENST00000194097.8,9,2112,-10.16720172277726,3.025777375114286
BDP1,ENST00000358731.8,17,1687,-2.1776929851589863,0.8814140337467408
ANKRD31,ENST00000506364.6,7,570,0.2840348135629888,0.6585765836460692
ANKRD31,ENST00000506364.6,14,1519,-7.407033444451651,3.304565878481229
ANKRD31,ENST00000506364.6,22,991,-4.057829426348776,-1.4226172413426008
POLK,ENST00000241436.8,12,957,-3.1923295546284165,-1.7464843324763222
CMYA5,ENST00000446378.2,2,10489,-6.405090205611214,-1.217328718934522
ZFYVE16,ENST00000338008.9,2,2252,-6.630396365843981,4.206354985098469
VCAN,ENST00000265077.7,6,2961,-11.010399951896172,-2.119825221119795
VCAN,ENST00000265077.7,7,5262,-8.412746578690319,0.5185522093667235
KIAA0825,ENST00000513200.7,3,670,-3.869710713036137,1.9390305063402404
KIAA0825,ENST00000513200.7,15,409,6.299655587621283,-2.399564564343489
LNPEP,ENST00000231368.9,2,841,-3.3687261019734978,2.500496984336859
NUDT12,ENST00000230792.6,2,590,4.742889641397048,1.4089660221908509
PJA2,ENST00000361189.6,3,1051,3.026165046418538,2.080994436678001
KCNN2,ENST00000512097.7,3,419,3.127919982610176,-0.4951438465011577
SRFBP1,ENST00000339397.4,6,715,4.826881444876037,-1.3238950873946231
PHAX,ENST00000297540.4,2,614,6.3103101727487045,-0.3031598166533044
ADAMTS19,ENST00000274487.8,2,656,-6.857940103975308,1.4473733013462224
RAPGEF6,ENST00000509018.5,26,491,5.802303147231011,-2.276672687956914
CTC-432M15.3,ENST00000514667.1,27,491,6.439307201505824,-1.9273361239163889
FNIP1,ENST00000307968.11,13,1420,-2.5446898731805074,0.451788591344872
SHROOM1,ENST00000378679.7,4,570,1.0963535881089097,-1.6715752794803398
AFF4,ENST00000265343.9,2,795,-5.197844787664333,0.6954371820702556
AFF4,ENST00000265343.9,10,918,-1.368636153627524,0.3993354986001298
SEC24A,ENST00000398844.6,2,468,-0.9699803975894165,1.981553035204687
CAMLG,ENST00000297156.3,2,461,10.073507411697143,-1.6084738210608385
TXNDC15,ENST00000358387.8,2,488,2.8190323493689635,2.387023922395277
TRPC7,ENST00000513104.5,2,778,7.494185661007349,3.593792454336392
BRD8,ENST00000254900.9,12,453,13.982527182534303,-1.5873343355345682
KDM3B,ENST00000314358.9,7,600,-4.814647125498724,-3.0306600018365377
KDM3B,ENST00000314358.9,8,1249,-1.7538011057658376,2.3491361535216004
PSD2,ENST00000274710.3,2,450,10.239031073950764,-0.3758715675436625
ANKHD1-EIF4EBP3,ENST00000532219.5,15,759,-1.6212497049821468,0.3368174732561112
ANKHD1-EIF4EBP3,ENST00000532219.5,26,448,1.3464799883180012,-1.9748157016221204
ANKHD1-EIF4EBP3,ENST00000532219.5,29,1613,-3.887800682590245,-0.0879592982896266
DIAPH1,ENST00000389054.7,16,717,-1.652107256085605,-0.4332169851714353
PCDH1,ENST00000287008.7,2,863,-1.393862633839407,0.3956935446743767
PCDH1,ENST00000287008.7,3,2196,-0.2571142270646288,1.1091196216633024
TCERG1,ENST00000296702.9,4,454,5.773882866017979,0.8711602842481752
JAKMIP2,ENST00000616793.4,2,498,7.222486855643792,0.2894580559300121
SH3TC2,ENST00000504690.5,11,1695,-4.171551522314738,-0.5624100917721738
PPARGC1B,ENST00000360453.8,4,1123,-6.21394777000253,2.181684360305313
PPARGC1B,ENST00000360453.8,7,811,1.9188282900017757,-1.160897279984741
HMGXB3,ENST00000613459.4,2,726,-9.628432409860396,1.0866397500391274
HMGXB3,ENST00000613459.4,5,498,6.805210578105379,-0.6414240645616288
HMGXB3,ENST00000613459.4,8,419,8.818709303661525,-2.0720801707589818
ATP10B,ENST00000327245.9,11,604,0.5904417401266936,-0.6236414430645438
TENM2,ENST00000518659.5,23,875,2.515622414033688,0.3864878597183437
TENM2,ENST00000518659.5,27,1615,-4.187316692244118,1.210982887944521
WWC1,ENST00000265293.8,11,536,7.258210053596515,-0.9663507873056244
STK10,ENST00000176763.9,9,549,5.612079105301859,-2.4746296407467283
NEURL1B,ENST00000522853.5,2,720,-5.045722348693865,5.801026649965547
CDHR2,ENST00000510636.5,18,606,15.489925162491668,0.1270181171081066
UIMC1,ENST00000377227.8,5,737,5.730807945311711,0.6972196815453294
DBN1,ENST00000309007.9,12,650,4.459067091679265,-1.0087335803771562
FAM193B,ENST00000514747.5,6,1021,-4.55889939684549,-2.804755488166279
N4BP3,ENST00000274605.5,2,522,-0.7622557969241791,-0.697282607458803
GRM6,ENST00000231188.9,8,624,3.8121552108548338,1.0521860082776109
MAML1,ENST00000292599.3,2,1416,-11.705324295414954,-0.2565449117328703
RIPK1,ENST00000259808.8,8,570,6.149355633628687,-1.30587543836016
PRPF4B,ENST00000480058.5,2,1197,2.2227311453357173,-0.4200114602419088
CDYL,ENST00000328908.9,3,667,3.9300780351395095,-1.727335414859564
RREB1,ENST00000379933.7,7,2911,-14.849356731878052,-1.5889949496999485
CAGE1,ENST00000458291.6,3,404,13.72200846627717,-1.729387825680494
NEDD9,ENST00000379446.9,2,447,-6.490048756992486,2.778849971240449
NEDD9,ENST00000379446.9,5,1242,0.0768856558086616,-1.0061536202602026
JARID2,ENST00000341776.6,7,1039,-1.5110807729268096,2.5744815236119267
JARID2,ENST00000341776.6,8,503,12.068264254313934,-1.831975474971312
NUP153,ENST00000613258.4,15,618,-5.476683382796841,-2.0526189062890485
NUP153,ENST00000613258.4,17,885,-0.9522122722627916,0.9307415937504604
FAM65B,ENST00000538035.5,13,693,7.447504684799096,-1.383765155269363
MDC1,ENST00000376406.7,4,1481,-1.4205329281243635,-1.1238877667342173
MDC1,ENST00000376406.7,7,792,3.215662018773195,-1.7694783947981874
MDC1,ENST00000376406.7,9,2478,-9.432214100029736,2.300826015500958
MUC22,ENST00000561890.1,2,4599,-10.650836099670563,2.771623123610093
PRRC2A,ENST00000376007.8,11,475,-0.0552164492811832,-1.67831696244976
PRRC2A,ENST00000376007.8,15,1854,-7.118633957243674,1.3979690419938806
TNXB,ENST00000375244.7,2,1839,-7.348859375938981,-1.1480063201632524
PRRT1,ENST00000211413.9,2,539,-6.762624668120477,1.2147845103205597
NOTCH4,ENST00000375023.3,21,524,-2.4672599356456466,-2.7155970166872225
DAXX,ENST00000266000.10,2,832,0.5879605128468651,3.842876087675871
DAXX,ENST00000266000.10,5,475,5.394072208736179,-1.840448741783258
KIFC1,ENST00000428849.6,7,780,5.986094903340653,-0.7110044289921356
SYNGAP1,ENST00000638142.2,8,624,8.445199618038147,-0.2965708965017048
GRM4,ENST00000535756.5,8,936,0.203472944735607,2.504864674587531
UHRF1BP1,ENST00000452449.6,14,1448,-2.264089867598143,2.598382335445353
ANKS1A,ENST00000360359.4,11,587,4.356753806138193,-1.658695743812051
FANCE,ENST00000229769.2,2,607,7.167894904627634,-0.0654119929878972
SRPK1,ENST00000373825.6,11,420,11.873448586697387,-1.8561616983288305
BRPF3,ENST00000357641.10,7,507,3.68645974198441,-2.606186856429153
PNPLA1,ENST00000312917.9,5,609,-4.949412378164964,-0.2745141404481396
RAB44,ENST00000612677.4,8,1583,-4.093284050514146,0.1865359341289758
RNF8,ENST00000373479.8,3,735,3.104483073742766,-1.1279468992993036
TREML2,ENST00000483722.1,3,409,3.3520968021607205,-2.7761877565669546
GLTSCR1L,ENST00000614467.4,4,1680,-7.545729616085739,0.3060875884906062
CUL7,ENST00000265348.7,3,501,4.813528759625326,-0.3207371074938222
CUL9,ENST00000252050.8,3,501,2.310534704449105,-0.7521133972134844
CUL9,ENST00000252050.8,6,406,7.077873729968163,-1.5419309856758368
ZNF318,ENST00000605935.5,4,1482,-3.209062851001007,-0.3064170371068042
TCTE1,ENST00000371505.4,2,569,4.700518299602791,-0.3191668326155339
MEP1A,ENST00000230588.8,11,465,14.078916179563471,-0.9227158171646638
ADGRF5,ENST00000283296.11,16,1395,-6.689742737281737,0.121366951028076
ADGRF1,ENST00000371253.6,10,1374,-5.345143505213167,0.8766587808968779
TNFRSF21,ENST00000296861.2,2,652,3.0669653780298,1.470996121888899
ADGRF4,ENST00000371220.5,7,1380,-3.5387079624192075,2.171153995039687
TFAP2D,ENST00000008391.3,2,498,5.590165439644292,5.336189835568208
