gene_name,transcript_id,penultimate_junction,pe_start,pe_end,num_exons,cds_length,a,d,c,c_absolute,b,r2,n_points,x_min,x_max
FGG,ENST00000404648.7,1540,1340,1539,10,1314,0.7844014992302091,-0.5914196843500924,0.781629105239998,-45.582324478200405,19.999999999999996,0.9902693841943278,66,-198.0,-3.0
RBM46,ENST00000514866.5,1698,1498,1697,6,1458,0.5590176613513721,-0.6586458965622319,0.8211536961320062,-41.33849034265481,19.999999999999996,0.9722140590993344,65,-199.0,-7.0
MAP9,ENST00000311277.8,2086,1886,2085,14,1944,0.5471486598839974,-0.44173192158742247,0.8024090827694267,-41.530228859961795,18.28790161558692,0.9960807325686054,66,-198.0,-3.0
GUCY1A3,ENST00000506455.5,2313,2113,2312,10,2073,0.49489098041776297,-0.5045097872914612,0.7535284792066211,-50.801361117089016,10.635209071948843,0.9811855409530414,67,-200.0,-2.0
GUCY1B3,ENST00000505154.5,1912,1712,1911,13,1656,0.7158522730082165,-0.7659544090467836,0.8203481577269552,-38.032109243243724,19.999999999999996,0.9569632525256101,66,-198.0,-3.0
ASIC5,ENST00000537611.2,1375,1175,1374,10,1518,0.8678484640462326,-0.660424801745834,0.8024460144122131,-40.11568914638181,19.999999999999996,0.9905423039436173,67,-199.0,-1.0
CTSO,ENST00000433477.3,1002,802,1001,8,966,0.635532941865701,-0.5930754879521463,0.729376028724759,-54.5835463124977,15.850340833611591,0.9936685901436036,67,-199.0,-1.0
PDGFC,ENST00000502773.5,1413,1213,1412,6,1038,0.6103619460432824,-0.6813363304862127,0.8583957573579591,-30.61282731519796,19.999999999999996,0.9932995290376823,66,-198.0,-3.0
GLRB,ENST00000264428.8,1468,1268,1467,10,1494,0.7890538849276109,-0.5134809433921242,0.7970735402830875,-42.57065964479793,19.99999999999735,0.9881626434919846,66,-198.0,-3.0
FAM198B,ENST00000585682.5,1760,1560,1759,5,1560,0.43343336950477984,-0.5484280528982761,0.6617375392591032,-68.97596722669758,8.735556797263252,0.9868605365802015,67,-200.0,-2.0
RXFP1,ENST00000460056.6,2280,2080,2279,20,2031,0.25142630571216706,-1.0225355625152586,0.8906091034595618,-22.65939751500676,4.077459763737551,0.9829208567643897,67,-199.0,-1.0
PPID,ENST00000307720.3,1133,933,1132,10,1113,0.9063091941490431,-0.8030910916558401,0.8618652957819054,-28.350671435182733,19.999999999999996,0.9709513580889044,67,-199.0,-1.0
FNIP2,ENST00000264433.10,3342,3142,3341,17,3345,0.4734389480758877,-0.43011131600551233,0.7585579090170601,-49.80553401462211,12.756269494263888,0.9807595284588388,67,-200.0,-2.0
C4orf45,ENST00000434826.2,632,432,631,5,561,0.8249404974872933,-0.9757082677856592,0.8166947680914066,-38.74452022217571,19.999999999999996,0.9768586922415354,66,-198.0,-3.0
RAPGEF2,ENST00000505478.5,661,461,660,9,838,0.7870539159565721,-0.4299379730110455,0.8549774529175402,-31.279396681079646,19.99999999999423,0.9688510825032876,66,-198.0,-3.0
FSTL5,ENST00000306100.9,2279,2079,2278,16,2544,0.5697517714894008,-0.7986069148065275,0.7240048618692255,-56.64703734989334,7.280930222753211,0.9718520141020076,67,-200.0,-2.0
NAF1,ENST00000509434.5,168,54,167,3,129,-0.1885355437616365,-0.36089887773529,0.5541572484482429,-52.48854542224504,5.2826375715738365,0.8759172480193155,38,-114.0,-3.0
TMA16,ENST00000509657.5,547,347,546,7,727,0.737996982151303,0.7418590715158929,0.601666782023817,-80.6749775053557,19.999999999999996,0.11981027421717416,66,-198.0,-3.0
MARCH1,ENST00000274056.11,619,419,618,6,870,0.3724434453162987,-0.40530387125867784,0.8034727037301803,-39.91240466142429,9.81261708320444,0.985900757957077,67,-199.0,-1.0
APELA,ENST00000507152.5,495,329,494,3,165,-0.179233737025121,-0.5855333147990033,0.6567027310770154,-59.61415756552351,15.497979695204815,0.907547121995931,55,-166.0,-4.0
TRIM61,ENST00000329314.5,1260,1060,1259,5,630,0.49222213287226,-0.5262229844549043,0.866718516629692,-42.99066700665543,19.999999999999996,0.9517928188153352,61,-199.0,-19.0
TMEM192,ENST00000306480.10,824,624,823,6,816,0.36713627350228883,-0.6759713524673292,0.7884536557683267,-43.88617615787132,5.774497169199006,0.9860160427317237,67,-200.0,-2.0
KLHL2,ENST00000226725.10,2013,1813,2012,15,1782,0.7788116923049317,-0.6365108661406249,0.752235477764754,-50.057375402578714,16.894514357157558,0.9914885008698947,67,-199.0,-1.0
MSMO1,ENST00000261507.10,860,660,859,6,882,0.5445538799126517,-0.5564225023788844,0.7568181661491034,-50.15000310247754,13.456812378293485,0.9903104117874435,67,-200.0,-2.0
CPE,ENST00000513982.5,484,284,483,4,417,0.5756747888796433,-0.07007489449460834,0.7717655485782784,-47.5057180272357,19.99999999999998,0.9715083439196115,66,-198.0,-3.0
TLL1,ENST00000061240.6,3555,3355,3554,21,3042,0.6122158870557068,-0.4332846139106782,0.8135860574191665,-39.35071880326254,19.999999999999993,0.9887799942739828,66,-198.0,-3.0
SPOCK3,ENST00000541354.5,1091,891,1090,10,951,0.42051282270692003,-0.7437830567359923,0.8150722623425248,-37.61569205618008,2.8550467549615695,0.9801576399270374,67,-199.0,-1.0
ANXA10,ENST00000359299.7,1093,893,1092,12,975,0.9365241770218616,-0.83047061793044,0.829127888278262,-36.320061785738915,19.999999999999996,0.9799356597396145,66,-198.0,-3.0
DDX60,ENST00000393743.7,5332,5132,5331,38,5139,0.5615261763557968,-0.5300298439237267,0.8127626097742747,-39.0730032646936,19.999999999999996,0.9923057221258071,67,-200.0,-2.0
DDX60L,ENST00000260184.11,5213,5013,5212,38,5121,0.517933081967487,-0.5229191774169379,0.7998949432827764,-41.62080123001027,15.713437741507795,0.9845327142487876,67,-200.0,-2.0
PALLD,ENST00000261509.10,3565,3365,3564,21,3321,0.6327385911930627,-0.8461569999999999,0.9498096966757672,-43.2814000484984,12.65799659962645,0.9617261735840006,56,-200.0,-35.0
SH3RF1,ENST00000284637.13,2841,2641,2840,12,2667,0.1011103241909958,-0.5075057646323582,0.8197559716128207,-37.68831762066151,16.872547730425307,0.9796354688121689,67,-200.0,-2.0
NEK1,ENST00000439128.6,4405,4205,4404,34,3777,0.7432492091297587,-0.38920348660135334,0.7974566006543666,-41.10359307043541,19.999999999999996,0.9506870018035162,67,-199.0,-1.0
CLCN3,ENST00000511092.5,480,280,479,5,521,0.8600978877462098,0.052446373606988374,0.7797518586416452,-44.60913198895426,15.516071855930637,0.9747424634757366,67,-199.0,-1.0
HPF1,ENST00000393381.2,986,786,985,8,1041,0.9675072417267183,-0.7323223858600949,0.8845181433857668,-25.51896203977546,19.999999999999996,0.9550361888572502,66,-198.0,-3.0
AADAT,ENST00000337664.8,1514,1314,1513,13,1278,0.8361128746417543,-1.0510112776424223,0.8790091775741706,-26.593210373036726,19.999999999999996,0.956177691657431,66,-198.0,-3.0
GALNT7,ENST00000265000.8,1920,1720,1919,12,1974,0.8263576414464404,-0.6760615098415305,0.8274844938939881,-36.640523690672325,19.999999999999996,0.9616369207510254,66,-198.0,-3.0
HMGB2,ENST00000296503.9,1346,1146,1345,5,630,0.57205972326536,-0.405619964612015,0.8352603727833813,-35.12422730724066,19.999999999999996,0.9802695942480005,66,-198.0,-3.0
SAP30,ENST00000296504.3,781,581,780,4,663,0.8430195162933879,-0.6010665470706812,0.8678307100393419,-28.773011542328334,19.999999999999996,0.9800674420916702,66,-198.0,-3.0
FBXO8,ENST00000615392.4,650,450,649,6,837,0.694618331688509,-0.5143436896965992,0.7185188384010498,-56.73326999659213,13.020054779589165,0.9955987544694135,67,-199.0,-1.0
CEP44,ENST00000503780.5,1539,1339,1538,12,1173,0.6808051850349297,-0.6611864470957363,0.7969149126974365,-42.21084728590756,19.999999999999996,0.9827590014184515,67,-200.0,-2.0
HPGD,ENST00000296522.10,1110,910,1109,7,801,0.7940202592163076,-0.6880263934489041,0.771716859499751,-47.200061819049296,19.999999999999996,0.9925269887510555,67,-200.0,-2.0
GLRA3,ENST00000274093.7,1620,1420,1619,10,1395,0.5051419021119609,-0.4750182968802349,0.7948802556477864,-42.99835014868165,17.06030330047246,0.9931167492944891,66,-198.0,-3.0
GPM6A,ENST00000280187.11,731,531,730,8,837,0.8045673665289558,-0.5587030894155023,0.9015846167100761,-22.190999741535165,19.99999999999995,0.9787465087758283,66,-198.0,-3.0
WDR17,ENST00000508596.5,3985,3785,3984,29,3852,0.5391357276985472,-0.34965703429450756,0.7853972937097433,-44.84752772660005,19.999999999999996,0.9639354584717909,66,-198.0,-3.0
SPATA4,ENST00000280191.6,915,715,914,6,918,0.6784000938003315,-0.8088711366290682,0.8442433930323063,-31.839808179603352,19.999999999999996,0.9664488226111754,67,-199.0,-1.0
ASB5,ENST00000296525.7,977,777,976,7,990,0.7938753324114399,-0.7348042180298407,0.8227308001073153,-36.09930157875158,19.999999999999947,0.986087369915118,67,-199.0,-1.0
SPCS3,ENST00000503362.1,524,324,523,5,543,0.489833936711017,-0.5851572695738063,0.667498517905391,-67.83529345473258,10.173004403436217,0.993482996716978,67,-200.0,-2.0
VEGFC,ENST00000618562.1,1562,1362,1561,7,1260,0.6247084411073018,-0.6073011954705483,0.7690769885692308,-47.7227562632923,19.999999999999996,0.9920117261767546,67,-200.0,-2.0
NEIL3,ENST00000264596.3,1754,1554,1753,10,1818,0.5885497543395412,-0.7572227699225952,0.8335148005817624,-35.46461388655632,19.999999999999996,0.9818921437451774,66,-198.0,-3.0
AGA,ENST00000264595.6,1069,869,1068,9,1041,0.9823378812015298,-0.5615540258516323,0.7556093643954416,-49.38934584970258,19.999999999999996,0.9872732700137494,67,-199.0,-1.0
WWC2,ENST00000403733.7,3712,3512,3711,23,3579,0.3969810820549288,-0.49716494097189784,0.7802115383355918,-45.51811540955282,19.529579040375683,0.9901170288111023,67,-200.0,-2.0
CDKN2AIP,ENST00000504169.1,611,411,610,3,1743,-0.17139591336790147,-0.46032699137787053,0.697796582818369,-60.836276601962936,10.092097495735423,0.9724744470999411,67,-199.0,-1.0
RWDD4,ENST00000326397.9,808,608,807,8,567,0.7506906063503158,-0.6595621114731463,0.8270959560430227,-36.71628857161059,19.999999999999996,0.969734340502223,66,-198.0,-3.0
TRAPPC11,ENST00000334690.10,3560,3360,3559,30,3402,0.7772042929395484,-0.7407466131074047,0.8387796342478262,-34.4379713216739,19.999999999999996,0.9813502630093426,66,-198.0,-3.0
STOX2,ENST00000513034.3,518,318,517,3,588,0.6684366021498693,-0.5542829296154648,0.764738293910304,-47.58181780575981,19.999999999999996,0.9953461728684527,67,-199.0,-1.0
ENPP6,ENST00000296741.6,1260,1060,1259,8,1323,0.7809945220365779,-0.48427516130649334,0.7426234819075357,-51.960550582307945,9.71406748067005,0.993408828607004,67,-199.0,-1.0
IRF2,ENST00000393593.7,950,750,949,9,1050,0.6822136611877823,-0.6752044624365957,0.7904897746076345,-43.85449395151127,19.999999999999996,0.9911192386042197,66,-198.0,-3.0
CASP3,ENST00000393585.6,819,619,818,7,549,0.6436911455756504,-0.672965997559198,0.8037660344821873,-41.26562327597347,19.999999999999996,0.9719501973492998,66,-198.0,-3.0
PRIMPOL,ENST00000314970.10,1859,1659,1858,14,1683,0.7149879894325865,-0.5732713148747612,0.8986875600428155,-22.75592579165098,19.999999999999996,0.966275752712441,66,-198.0,-3.0
CENPU,ENST00000281453.9,1215,1015,1214,13,1257,0.7701770470477034,-0.8542971490906972,0.8365420767176729,-34.874295040053795,19.999999999999996,0.982087644551572,66,-198.0,-3.0
ACSL1,ENST00000454703.6,1966,1766,1965,20,1584,0.7752960036477864,-0.5675297811669726,0.8337544547475282,-35.41788132423201,19.999999999999996,0.9868172246506208,66,-198.0,-3.0
HELT,ENST00000515777.5,318,118,317,4,729,-0.6020819566319805,-0.48545351839328127,0.17277528915267884,-164.79049274776958,9.697644265690014,0.18977883874152224,67,-199.0,-1.0
SLC25A4,ENST00000281456.10,872,672,871,4,897,0.6423720866794126,-0.27093081956582266,0.7437047238134477,-51.746464684937365,9.024033323767624,0.9956040749146603,67,-199.0,-1.0
CFAP97,ENST00000458385.6,1592,1392,1591,5,1599,0.5732237006037066,-0.4856200584822929,0.7754971218511724,-45.45156987346786,19.999999999999996,0.9940910718199663,67,-199.0,-1.0
SNX25,ENST00000618785.4,2572,2372,2571,18,1671,0.6903767022426422,-0.7471645341561364,0.8319274511966138,-35.774147016660294,19.999999999999996,0.9646595675964011,66,-198.0,-3.0
LRP2BP,ENST00000328559.11,1791,1591,1790,8,1044,0.6634228629114696,-0.5723979890346113,0.8037097734488409,-41.27659417747603,19.999999999999996,0.9938719899908574,66,-198.0,-3.0
C4orf47,ENST00000511138.5,688,488,687,5,485,0.6032635480222343,-0.010832049355855647,0.07450098134634092,-185.2488056934245,8.070524159436388,0.7426499440094659,67,-200.0,-2.0
CCDC110,ENST00000393540.7,2362,2162,2361,6,2391,0.3091149437608803,-0.37657462925283003,0.8108756486702453,-38.446621563291416,19.999999999999936,0.9259243193330404,67,-199.0,-1.0
PDLIM3,ENST00000620787.4,529,329,528,5,594,0.6958894682334,-0.6231580522964848,0.7705875564629279,-47.423663820340295,19.999999999999996,0.9957003086602617,67,-200.0,-2.0
SORBS2,ENST00000418609.5,3285,3085,3284,15,3015,0.5338492012318062,-0.5509929306753447,0.7251246417303521,-55.425320937390296,17.26340043729613,0.9921640301056874,67,-199.0,-1.0
TLR3,ENST00000296795.7,2591,2391,2590,5,2715,0.16111052709933302,-0.5106950381503809,0.7420018532862211,-53.0836330493282,13.154709812339973,0.9911303678543865,67,-200.0,-2.0
FAM149A,ENST00000503432.5,1785,1585,1784,14,1449,0.5050103077542317,-0.48831243835697863,0.7619047947872871,-48.14285063211716,12.421636428585861,0.977997454956425,67,-199.0,-1.0
CYP4V2,ENST00000378802.4,1710,1510,1709,11,1578,0.5300042231752529,-0.5508695264549789,0.7857378589183973,-43.42390393415732,12.594362849816916,0.9940298319157466,67,-199.0,-1.0
KLKB1,ENST00000511608.5,1869,1669,1868,15,2060,-0.031982557029840555,-0.040139106891653724,0.1493471651363582,-170.42926130300108,1.492973587399098,0.1894254426327242,67,-200.0,-2.0
F11,ENST00000403665.6,2069,1869,2068,15,1878,0.5354615976020828,-0.6510672552339245,0.849640716750276,-32.32006023369618,19.999999999999996,0.970100915802852,66,-198.0,-3.0
FAT1,ENST00000441802.6,13349,13149,13348,27,13767,0.011301345796646557,-0.3666935915813191,0.6711466388972862,-66.11296549833733,6.340559196606549,0.9908368446510709,67,-199.0,-1.0
TRIML2,ENST00000512729.5,971,771,970,7,1314,0.806651724811766,-0.2799177409516139,0.7880349149360482,-42.96908684266248,19.99999999999949,0.9934176003495605,67,-199.0,-1.0
TRIML1,ENST00000332517.3,997,797,996,6,1407,0.653379632385206,-0.5370771862654413,0.7684253471128393,-46.85178127165781,15.075607505448076,0.9912929999421856,67,-199.0,-1.0
FRG1,ENST00000226798.8,963,763,962,9,777,0.7405981813012875,-0.47991783813661815,0.7886614315913361,-43.84503654491547,19.999999999999993,0.9043463476315843,67,-200.0,-2.0
FRG2,ENST00000504750.5,385,185,384,4,840,0.23375276817864551,-0.5970739306173607,0.7104910640959575,-58.32276930900042,8.410722746296265,0.9816818538407596,67,-199.0,-1.0
PLEKHG4B,ENST00000637938.1,4646,4446,4645,20,4884,0.1971381723822248,-0.49442422700559246,0.6097409935415221,-78.27128327877863,6.83818930209508,0.9914434052855184,67,-199.0,-1.0
SDHA,ENST00000617470.4,1589,1389,1588,13,1560,0.9749715062246371,-0.6550479825286144,0.8007447982523109,-41.85476434079936,19.999999999999996,0.9874204182267448,66,-198.0,-3.0
PDCD6,ENST00000264933.8,578,378,577,6,576,0.9176875198238107,-0.6596888963094945,0.80990826390562,-40.067888538404105,19.999999999999996,0.9714924498332432,66,-198.0,-3.0
AHRR,ENST00000505113.5,1169,969,1168,11,2106,0.43685209128091,-0.8891931965322384,0.6392780374184696,-73.42294859114303,6.766989889627,0.9853033903315341,67,-200.0,-2.0
EXOC3,ENST00000512944.5,2256,2056,2255,13,2238,0.7245469622744057,-0.39619626127398067,0.7525864739471102,-50.98787815847217,19.999999999999996,0.991429176610064,67,-200.0,-2.0
SLC9A3,ENST00000264938.7,2512,2312,2511,17,2505,0.2802056828604171,0.3454135246169814,1.0000000000656336e-06,-199.999802,0.010000000000000002,0.004772714888914953,67,-200.0,-2.0
CEP72,ENST00000264935.5,1869,1669,1868,12,1944,0.6485712340235217,-0.5670082143733067,0.744073779548365,-52.673391649423735,13.003472246797065,0.992842915317627,67,-200.0,-2.0
TPPP,ENST00000360578.6,588,388,587,4,660,0.42978598084578873,-0.446903950447339,0.697328930573798,-62.020858538109394,12.414297389657397,0.9895302767194909,66,-198.0,-3.0
ZDHHC11B,ENST00000508859.6,1157,957,1156,11,1149,0.6466782054300906,-0.7946670378632014,0.8357456825237759,-41.04406600300635,19.999999999999996,0.9765619946517491,64,-199.0,-10.0
ZDHHC11,ENST00000424784.3,705,505,704,11,642,0.7104599306262827,-0.5013529999999999,0.9075908279899776,-21.01978854195437,11.04450992736271,0.9905894129512002,66,-198.0,-3.0
TRIP13,ENST00000166345.7,1560,1360,1559,13,1299,0.8278688988278946,-1.256128677640571,0.9340039398138907,-15.869231736291312,19.999999999999996,0.952612191341846,66,-198.0,-3.0
NKD2,ENST00000296849.9,1017,817,1016,10,1356,-0.290193707837607,-0.8795556227956063,0.6247046597419608,-75.30847737109177,6.599727432448613,0.9824933984713788,67,-199.0,-1.0
SLC12A7,ENST00000264930.9,3205,3005,3204,24,3252,0.7734848571640245,-0.42372496022938294,0.863687237373622,-27.989927000022846,19.999999999999996,0.9430636150452173,67,-199.0,-1.0
SLC6A18,ENST00000324642.3,1780,1580,1779,12,1887,0.7030034003865104,-0.41605389759002576,0.770891715367227,-47.67611550339075,19.999999999999996,0.9951185946531802,66,-198.0,-3.0
TERT,ENST00000310581.9,3354,3154,3353,16,3399,0.4203537649854227,-0.5457680162724969,0.7143769613240893,-57.55336165783032,14.491509344163473,0.9952619617893804,67,-199.0,-1.0
CLPTM1L,ENST00000320895.9,1791,1591,1790,17,1617,0.8230518278143323,-0.7514871399999999,0.7738448477005744,-46.778720155286265,4.566349433825333,0.9626703866291948,67,-200.0,-2.0
SLC6A3,ENST00000270349.11,1968,1768,1967,15,1863,0.76015048783379,-0.5605606270451787,0.8099784365123377,-40.05420488009415,19.999999999999996,0.9829769601728741,66,-198.0,-3.0
NDUFS6,ENST00000274137.9,328,128,327,4,375,0.6467212286485369,-0.5777172004714896,0.8216597271787286,-37.77635320014792,19.999999999999996,0.8497450562009109,66,-198.0,-3.0
IRX4,ENST00000513692.5,1012,812,1011,6,1560,-0.45941410877605,-0.9826668707317353,0.7728331099235092,-45.97904423514518,2.333476426576004,0.9872381690726052,67,-199.0,-1.0
IRX2,ENST00000382611.10,1689,1489,1688,5,1416,0.11787283488078804,-0.7082020669625972,0.6568679318313337,-85.70497986134792,3.269156111767604,0.966180104111236,59,-200.0,-26.0
IRX1,ENST00000302006.3,1438,1238,1437,4,1443,0.06782560611755167,-0.5502636201295814,0.7879524220320511,-43.985420437653886,19.999999999994273,0.8276564744896941,67,-200.0,-2.0
ADAMTS16,ENST00000511368.5,1744,1544,1743,11,1713,0.7753879273372438,-0.6038833298376939,0.7983184823997131,-42.327895932055924,19.999999999999996,0.9950860197615986,66,-198.0,-3.0
ICE1,ENST00000512608.5,550,350,549,11,437,0.7691492058039346,-0.41786589419685544,0.6234758023893695,-75.55179112690483,7.246942139914047,0.9555675158731456,67,-199.0,-1.0
MED10,ENST00000255764.3,421,221,420,4,408,0.8983038550102893,-0.4711150901620918,0.798990974510241,-42.196759970502995,19.999999999999996,0.9774503334831971,66,-198.0,-3.0
NSUN2,ENST00000264670.10,2310,2110,2309,19,2304,0.6745120427275116,-0.5302227907685577,0.7986902677847382,-41.85932697862185,16.249906090351722,0.9958765246442662,67,-200.0,-2.0
SRD5A1,ENST00000274192.6,948,748,947,5,780,0.5219088417702218,-0.5226757500316227,0.7710967930946009,-47.32283496726902,19.999999999999996,0.9911925766597113,67,-200.0,-2.0
PAPD7,ENST00000230859.7,3162,2962,3161,13,2379,0.3557899181545958,-0.5963351860888314,0.7632359841352656,-49.16898309362321,18.269871835510266,0.983299890151705,66,-198.0,-3.0
ADCY2,ENST00000338316.8,3213,3013,3212,25,3276,0.6450514277547018,-0.3459186646847631,0.7771226770036616,-46.46107798428599,18.585945147467182,0.9961927672762588,66,-198.0,-3.0
C5orf49,ENST00000399810.6,734,534,733,3,444,0.21925037011621054,-0.14056661445032248,0.7961390046370889,-42.75289409576766,15.047038686582164,0.7135801374884398,66,-198.0,-3.0
FASTKD3,ENST00000264669.9,2022,1822,2021,7,1989,0.6293968511234083,-0.6636669236134509,0.8358005018478709,-35.01890213966516,19.999999999999996,0.970607105727314,66,-198.0,-3.0
SEMA5A,ENST00000382496.9,3772,3572,3771,23,3225,0.4796475404151269,-0.40189739338689384,0.7705598986279816,-47.7408197675436,15.455040707001366,0.9946877163840687,66,-198.0,-3.0
CCT5,ENST00000280326.8,1919,1719,1918,11,1626,0.7837478199472858,-0.3684015444661919,0.7407844916539769,-52.324670652512594,15.057870610646665,0.9865137467813302,67,-199.0,-1.0
CMBL,ENST00000296658.3,980,780,979,6,738,0.7318000025997727,-0.6457477412011161,0.8437538663597609,-33.46799605984663,19.999999999999996,0.9873611404888274,66,-198.0,-3.0
MARCH6,ENST00000449913.6,2695,2495,2694,25,2589,0.5533402817504645,-0.5623449319339072,0.6721455648118836,-66.91517816724706,17.45588676424802,0.9815449807640594,67,-200.0,-2.0
ROPN1L,ENST00000503804.5,1115,915,1114,6,693,0.4526391605047232,-0.5302539303237547,0.7510285759268449,-51.296341966484704,19.9999999999997,0.9877724156079268,67,-200.0,-2.0
DAP,ENST00000230895.10,400,205,399,4,309,-0.34614585399260955,-0.17840418685231313,0.326331904834912,-132.34427427169692,16.427207834294265,0.15829648385060757,65,-195.0,-3.0
CTNND2,ENST00000304623.12,3608,3408,3607,22,3678,0.6112181785111823,-0.49646092102285333,0.8330959231641124,-35.54629498299809,19.999999999999996,0.9795504740035277,66,-198.0,-3.0
DNAH5,ENST00000265104.4,13829,13629,13828,79,13875,0.6010831062469983,-0.04005991980016399,0.7720425794831215,-46.13556926234193,18.639019388934393,0.9920678298681744,67,-199.0,-1.0
TRIO,ENST00000344204.8,8776,8576,8775,57,9294,0.5035468959788307,-0.3305078798999359,0.8074326607970658,-40.55063114457218,19.999999999999996,0.9908768346487766,66,-198.0,-3.0
FAM105A,ENST00000274217.3,1018,818,1017,8,1071,0.6168682469510165,-0.52721933226286,0.8247441065319241,-37.17489922627479,19.999999999999996,0.996029148529151,66,-198.0,-3.0
ANKH,ENST00000284268.6,1697,1497,1696,12,1479,0.437287833563163,-0.562675676068067,0.804320355611997,-41.157530655660594,9.368985022912051,0.9814650967348164,66,-198.0,-3.0
FBXL7,ENST00000504595.1,1221,1021,1220,4,1476,0.04252803009413013,-0.21895786031524234,0.7989112537117536,-40.815571765072775,10.495074369045403,0.7504637643324765,67,-199.0,-1.0
MARCH11,ENST00000332432.8,1087,887,1086,4,1209,0.37895420839288635,-0.5394237013110591,0.7699461882996527,-46.55065471666876,7.922274545821331,0.983786567142069,67,-199.0,-1.0
ZNF622,ENST00000308683.2,1434,1234,1433,6,1434,0.6947030345188295,-0.4182219007026182,0.7152620844870553,-57.37810727156304,16.060820787247152,0.981423803749018,67,-199.0,-1.0
FAM134B,ENST00000510362.5,746,546,745,4,653,-0.4063649495900261,-0.40232515819270026,0.45702141203070096,-152.3838159728685,2.613191122491178,0.08112681682966827,35,-199.0,-97.0
MYO10,ENST00000274203.13,6577,6377,6576,41,6210,0.6215923258304592,-0.22202004095908345,0.7935812663281924,-43.25165306600249,13.748641902027469,0.9956298345206143,66,-198.0,-3.0
CDH18,ENST00000382275.5,2403,2203,2402,13,2373,0.7171003366078788,-0.4416336799999999,0.8115777887664534,-38.30759782424224,5.563350041222242,0.9890717609973312,67,-199.0,-1.0
CDH12,ENST00000504376.6,2597,2397,2596,14,2385,0.5691770551494663,-0.6740688815464695,0.8267273960304515,-35.30797558597061,7.406679460152893,0.9814486065484745,67,-199.0,-1.0
PRDM9,ENST00000635252.1,1272,1072,1271,11,1233,0.5728552315526525,-0.7382798894023176,0.645611006862926,-71.16902064114065,4.910634101375618,0.9899334127059755,67,-199.0,-1.0
CDH10,ENST00000264463.8,2385,2185,2384,12,2367,0.8005140041290935,-0.34392042332345935,0.8226000016488413,-36.12519967352944,15.440750051768571,0.9900260755875472,67,-199.0,-1.0
CDH9,ENST00000231021.8,2056,1856,2055,12,2370,0.7319854937942925,-0.5136302983701171,0.7141880155176219,-57.59077292751087,14.610160982304057,0.997505424286023,67,-199.0,-1.0
CDH6,ENST00000514738.5,1896,1696,1895,11,1827,0.793674365194043,-0.4773999192667168,0.766757307726877,-47.182053070078354,18.267536647789367,0.993378772261842,67,-199.0,-1.0
DROSHA,ENST00000511367.6,4240,4040,4239,35,4125,0.5703263647647306,-0.6209785477228839,0.8560488990878901,-29.50231798059778,19.999999999999996,0.9742300503862824,67,-199.0,-1.0
C5orf22,ENST00000325366.13,1327,1127,1326,9,1329,0.6174956327629586,-0.577920459514988,0.7633834011274309,-48.85008657676869,19.999999999999996,0.9932287544015532,67,-200.0,-2.0
PDZD2,ENST00000438447.1,8742,8542,8741,25,8520,0.26047343609614976,-0.39043202713028075,0.7546122868977183,-49.58676719425176,15.348450387094918,0.9930679307085528,67,-199.0,-1.0
GOLPH3,ENST00000265070.6,789,589,788,4,897,0.5044736965697422,-0.23779808666223506,0.7797582077067234,-44.607874874068756,14.618170651597271,0.9850591549513485,67,-199.0,-1.0
MTMR12,ENST00000280285.9,1613,1413,1612,15,2082,0.42806158479731493,-0.6869186303712937,0.7716983962695695,-47.518812727433954,13.431531251252245,0.9887739222437821,66,-198.0,-3.0
ZFR,ENST00000265069.12,3149,2949,3148,20,3225,0.6843940405613446,-0.5982898156950212,0.7867633571325338,-44.581145359155926,19.999999999999996,0.9856299273577672,66,-198.0,-3.0
SUB1,ENST00000506237.5,590,390,589,5,384,0.8588500715326037,-0.6743231164471308,0.788187499710627,-42.93887505729586,19.999999999999996,0.982696779551048,67,-199.0,-1.0
NPR3,ENST00000509104.5,639,439,638,6,757,1.0795939379711672,2.0939510654751734e-14,0.9364348096855001,-15.395212111327481,8.778366124403746,0.9517789272745758,66,-198.0,-3.0
TARS,ENST00000502553.5,2161,1961,2160,20,2172,1.0532852643404227,-0.403915232892291,0.7933939265680576,-41.9080025395246,19.999999999999996,0.9835479376311923,67,-199.0,-1.0
ADAMTS12,ENST00000504830.5,4943,4743,4942,24,4785,0.3124870504970861,-0.6157317729111288,0.7312080647462965,-54.220803180233304,10.002406350848572,0.9855666952546076,67,-199.0,-1.0
SLC45A2,ENST00000296589.8,1516,1316,1515,7,1593,0.6283707380841576,0.03918065019184187,0.8478764908242077,-32.664084289279515,19.999999999999996,0.9719123783011846,66,-198.0,-3.0
AMACR,ENST00000335606.10,829,629,828,5,1149,0.5596696030575531,-0.39920433105411235,0.7723419920084758,-46.07628558232179,10.686934738756518,0.9911604448180532,67,-199.0,-1.0
C1QTNF3-AMACR,ENST00000382079.3,1096,896,1095,9,855,0.6488535917524589,0.39363272534322696,0.9999999999999988,-168.00000000000003,19.99999999998124,0.9097958154867588,11,-198.0,-168.0
C1QTNF3,ENST00000382065.7,1508,1308,1507,6,960,0.6312270209380686,-0.4136209960187664,0.7547092989934251,-50.56755879930182,12.618908854863026,0.9842204118666842,67,-200.0,-2.0
RAI14,ENST00000265109.7,3153,2953,3152,18,2943,0.6705615356611683,-0.8073777645972863,0.9026611773526814,-21.98107041622714,19.999999999999996,0.9605990940306173,66,-198.0,-3.0
